Title,URL,Publication Day,Publication Month,Publication Year,Journal Name,Journal Volume,Journal Issue,Journal ISSN,Author 1 First Name,Author 1 Last Name,Author 1 Affiliation,Author 2 First Name,Author 2 Last Name,Author 3 First Name,Author 3 Last Name,Author 4 First Name,Author 4 Last Name,Author 5 First Name,Author 5 Last Name,Author 6 First Name,Author 6 Last Name,Author 7 First Name,Author 7 Last Name,Author 8 First Name,Author 8 Last Name,Author 2 Affiliation,Author 3 Affiliation,Author 4 Affiliation,Author 9 First Name,Author 9 Last Name,Author 10 First Name,Author 10 Last Name,Author 11 First Name,Author 11 Last Name,Author 12 First Name,Author 12 Last Name,Author 13 First Name,Author 13 Last Name,Author 14 First Name,Author 14 Last Name,Collective Author 1,Collective Author 2,Author 5 Affiliation,Author 6 Affiliation,Author 7 Affiliation,Author 8 Affiliation,Author 9 Affiliation,Author 10 Affiliation,Author 11 Affiliation,Author 12 Affiliation,Author 13 Affiliation,Author 14 Affiliation,Author 15 First Name,Author 15 Last Name,Author 16 First Name,Author 16 Last Name,Author 17 First Name,Author 17 Last Name,Author 18 First Name,Author 18 Last Name,Author 19 First Name,Author 19 Last Name,Author 20 First Name,Author 20 Last Name,Author 21 First Name,Author 21 Last Name,Author 22 First Name,Author 22 Last Name,Author 15 Affiliation,Author 16 Affiliation,Author 17 Affiliation,Author 23 First Name,Author 23 Last Name,Author 24 First Name,Author 24 Last Name,Author 25 First Name,Author 25 Last Name,Author 26 First Name,Author 26 Last Name,Author 27 First Name,Author 27 Last Name,Author 28 First Name,Author 28 Last Name,Author 29 First Name,Author 29 Last Name,Author 30 First Name,Author 30 Last Name,Author 31 First Name,Author 31 Last Name,Author 32 First Name,Author 32 Last Name,Author 33 First Name,Author 33 Last Name,Author 18 Affiliation,Author 19 Affiliation,Author 20 Affiliation,Author 21 Affiliation,Author 22 Affiliation,Author 23 Affiliation
detection of local cancer recurrence after stereotactic ablative radiation therapy for lung cancer: physician performance versus radiomic assessment,https://pubmed.ncbi.nlm.nih.gov/26907916/,29,12,2015,"International journal of radiation oncology, biology, physics",94,5,1879-355X,Sarah A,Mattonen,"Department of Medical Biophysics, The University of Western Ontario, London, Ontario, Canada; Baines Imaging Research Laboratory, London Regional Cancer Program, London, Ontario, Canada.",David A,Palma,Carol,Johnson,Alexander V,Louie,Mark,Landis,George,Rodrigues,Ian,Chan,Roya,Etemad-Rezai,"Department of Medical Biophysics, The University of Western Ontario, London, Ontario, Canada; Baines Imaging Research Laboratory, London Regional Cancer Program, London, Ontario, Canada; Department of Oncology, The University of Western Ontario, London, Ontario, Canada. Electronic address: david.palma@lhsc.on.ca.","Baines Imaging Research Laboratory, London Regional Cancer Program, London, Ontario, Canada.","Department of Oncology, The University of Western Ontario, London, Ontario, Canada.",Timothy P C,Yeung,Suresh,Senan,Aaron D,Ward,,,,,,,,,"Department of Diagnostic Radiology, London Health Sciences Centre, London, Ontario, Canada.","Department of Oncology, The University of Western Ontario, London, Ontario, Canada.","Department of Diagnostic Radiology, London Health Sciences Centre, London, Ontario, Canada.","Department of Diagnostic Radiology, London Health Sciences Centre, London, Ontario, Canada.","Department of Medical Biophysics, The University of Western Ontario, London, Ontario, Canada; Baines Imaging Research Laboratory, London Regional Cancer Program, London, Ontario, Canada.","Department of Radiation Oncology, VU University Medical Center, Amsterdam, The Netherlands.","Department of Medical Biophysics, The University of Western Ontario, London, Ontario, Canada; Baines Imaging Research Laboratory, London Regional Cancer Program, London, Ontario, Canada; Department of Oncology, The University of Western Ontario, London, Ontario, Canada.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the clinical value of parasternal sentinel node biopsy in breast cancer,https://pubmed.ncbi.nlm.nih.gov/16485152/,30,01,2006,Annals of surgical oncology,13,3,1068-9265,Marjut Hannele Kristiina,Leidenius,"Breast Surgery Unit, Helsinki University Hospital, FIN-00029 HUS, Helsinki, P.O. Box 140, Finland. marjut.leidenius@hus.fi",Leena Anneli,Krogerus,Terttu Sinikka,Toivonen,Esa Antero,Leppänen,Karl Albert Johan,von Smitten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nomogram for predicting pathologically complete response after neoadjuvant chemoradiotherapy for oesophageal cancer,https://pubmed.ncbi.nlm.nih.gov/26116340/,23,06,2015,Radiotherapy and oncology : journal of the European Society for Therapeutic Radiology and Oncology,115,3,1879-0887,Eelke Lucie Anne,Toxopeus,"Department of Surgery, Erasmus MC, University Medical Centre Rotterdam, The Netherlands. Electronic address: e.toxopeus@erasmusmc.nl.",Daan,Nieboer,Joel,Shapiro,Katharina,Biermann,Ate,van der Gaast,Carolien M,van Rij,Ewout Willem,Steyerberg,Joseph Jan Baptiste,van Lanschot,"Centre for Medical Decision Making, Erasmus MC, University Medical Centre Rotterdam, The Netherlands.","Department of Surgery, Erasmus MC, University Medical Centre Rotterdam, The Netherlands.","Department of Pathology, Erasmus MC, University Medical Centre Rotterdam, The Netherlands.",Bas Peter Louis,Wijnhoven,,,,,,,,,,,,,"Department of Medical Oncology, Erasmus MC, University Medical Centre Rotterdam, The Netherlands.","Department of Radiation Oncology, Erasmus MC, University Medical Centre Rotterdam, The Netherlands.","Centre for Medical Decision Making, Erasmus MC, University Medical Centre Rotterdam, The Netherlands.","Department of Surgery, Erasmus MC, University Medical Centre Rotterdam, The Netherlands.","Department of Surgery, Erasmus MC, University Medical Centre Rotterdam, The Netherlands.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"cost-effectiveness analysis of stereotactic body radiotherapy and radiofrequency ablation for medically inoperable, early-stage non-small cell lung cancer",https://pubmed.ncbi.nlm.nih.gov/21300476/,06,02,2011,"International journal of radiation oncology, biology, physics",81,5,1879-355X,David J,Sher,"Department of Radiation Oncology, Dana-Farber Cancer Institute/Brigham and Women's Hospital, Boston, MA 02115, USA. dsher@lroc.harvard.edu",Jon O,Wee,Rinaa S,Punglia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cost-effectiveness of metastasis-directed therapy in oligorecurrent hormone-sensitive prostate cancer,https://pubmed.ncbi.nlm.nih.gov/32544574/,13,06,2020,"International journal of radiation oncology, biology, physics",108,4,1879-355X,Neil R,Parikh,"Department of Radiation Oncology, University of California Los Angeles, Los Angeles, California.",Eric M,Chang,Nicholas G,Nickols,Matthew B,Rettig,Ann C,Raldow,Michael L,Steinberg,Bridget F,Koontz,Neha,Vapiwala,"Department of Radiation Oncology, University of California Los Angeles, Los Angeles, California.","Department of Radiation Oncology, University of California Los Angeles, Los Angeles, California; VA Greater Los Angeles Health System, Los Angeles, California; Department of Urology, University of California Los Angeles, Los Angeles, California.","VA Greater Los Angeles Health System, Los Angeles, California; Department of Medical Oncology, University of California Los Angeles, Los Angeles, California.",Curtiland,Deville,Felix Y,Feng,Daniel E,Spratt,Robert E,Reiter,Ryan,Phillips,Piet,Ost,,,"Department of Radiation Oncology, University of California Los Angeles, Los Angeles, California.","Department of Radiation Oncology, University of California Los Angeles, Los Angeles, California.","Department of Radiation Oncology, Duke University School of Medicine, Durham, North Carolina.","Department of Radiation Oncology, University of Pennsylvania School of Medicine, Philadelphia, Pennsylvania.","Department of Radiation Oncology, Johns Hopkins University School of Medicine, Baltimore, Maryland.","Department of Radiation Oncology, University of California San Francisco, San Francisco, California.","Department of Radiation Oncology, University of Michigan, Ann Arbor, Michigan.","Department of Urology, University of California Los Angeles, Los Angeles, California.","Department of Radiation Oncology, Johns Hopkins University School of Medicine, Baltimore, Maryland.","Department of Radiotherapy, Ghent University Hospital, Ghent, Belgium.",Phuoc T,Tran,Amar U,Kishan,,,,,,,,,,,,,"Department of Radiation Oncology, Johns Hopkins University School of Medicine, Baltimore, Maryland.","Department of Radiation Oncology, University of California Los Angeles, Los Angeles, California; Department of Urology, University of California Los Angeles, Los Angeles, California. Electronic address: aukishan@mednet.ucla.edu.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cost-effectiveness of adjuvant intravaginal brachytherapy in high-intermediate risk endometrial carcinoma,https://pubmed.ncbi.nlm.nih.gov/29275078/,21,12,2017,Brachytherapy,17,2,1873-1449,John M,Stahl,"Department of Therapeutic Radiology, Yale University School of Medicine, New Haven, CT.",Shari,Damast,Trevor J,Bledsoe,Yi,An,Vivek,Verma,James B,Yu,Melissa R,Young,Nataniel H,Lester-Coll,"Department of Therapeutic Radiology, Yale University School of Medicine, New Haven, CT.","Department of Therapeutic Radiology, Yale University School of Medicine, New Haven, CT.","Department of Therapeutic Radiology, Yale University School of Medicine, New Haven, CT.",,,,,,,,,,,,,,,"Department of Radiation Oncology, University of Nebraska Medical Center, Omaha, NE.","Department of Therapeutic Radiology, Yale University School of Medicine, New Haven, CT.","Department of Therapeutic Radiology, Yale University School of Medicine, New Haven, CT.","Department of Radiation Oncology, University of Vermont Medical Center, Burlington, VT. Electronic address: Nataniel.lester-coll@uvm.edu.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
positron-emission tomography (pet) and pet/ct in head and neck cancer - recommendations of an interdisciplinary consensus conference,https://pubmed.ncbi.nlm.nih.gov/19219754/,13,02,2009,Laryngo- rhino- otologie,88,2,0935-8943,S,Kohlfürst,"Abteilung für Nuklearmedizin und Endokrinologie, PET/CT Zentrum, LKH Klagenfurt, Osterreich. susanne.kohlfuerst@lkh-klu.at",M,Markitz,W,Raunik,H E,Eckel,E,Kresnik,K,Hausegger,M,Salzwimmer,A,Gaggl,,,,F,Chiari,P,Lind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
role of positron emission tomography in the treatment of occult disease in head-and-neck cancer: a modeling approach,https://pubmed.ncbi.nlm.nih.gov/20510538/,25,05,2010,"International journal of radiation oncology, biology, physics",79,4,1879-355X,Mark H,Phillips,"Department of Radiation Oncology, University of Washington Medical Center, Seattle, WA 98195, USA. markp@u.washington.edu",Wade P,Smith,Upendra,Parvathaneni,George E,Laramore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
patient and physician preferences for surgical and adjuvant treatment options for rectal cancer,https://pubmed.ncbi.nlm.nih.gov/18427027/,XX,04,2008,"Archives of surgery (Chicago, Ill. : 1960)",143,4,1538-3644,James D,Harrison,"BSc(Hons), Surgical Outcomes Research Centre, Royal Prince Alfred Hospital, PO Box M157, Missenden Road, Sydney, New South Wales, Australia 2050. james.harrison@email.cs.nsw.gov.au",Michael J,Solomon,Jane M,Young,Alan,Meagher,Phyllis,Butow,Glenn,Salkeld,George,Hruby,Stephen,Clarke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a multiple decision procedure in clinical trials,https://pubmed.ncbi.nlm.nih.gov/8023027/,XX,XX,1994,Statistics in medicine,13,5-7,0277-6715,T T,Chen,"Biometric Research Branch, National Cancer Institute, Bethesda, Maryland 20892.",R,Simon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cost-effectiveness of radiation therapy following conservative surgery for ductal carcinoma in situ of the breast,https://pubmed.ncbi.nlm.nih.gov/15752884/,15,03,2005,"International journal of radiation oncology, biology, physics",61,4,0360-3016,W Warren,Suh,"Department of Radiation Oncology, University of Michigan Health System, Ann Arbor, MI, USA. wsuh@lroc.harvard.edu",Bruce E,Hillner,Lori J,Pierce,James A,Hayman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
how to address small- and medium-sized acoustic neuromas with hearing: a systematic review and decision analysis,https://pubmed.ncbi.nlm.nih.gov/25790873/,17,03,2015,World neurosurgery,84,2,1878-8769,Weiming,Liu,"Department of Neurosurgery, Beijing Tiantan Hospital, Capital Medical University, Beijing, China.",Ming,Ni,Wang,Jia,Dabiao,Zhou,Qing,Zhang,Yong,Jiang,Guijun,Jia,,,"Department of Neurosurgery, Beijing Tiantan Hospital, Capital Medical University, Beijing, China.","Department of Neurosurgery, Beijing Tiantan Hospital, Capital Medical University, Beijing, China.","Department of Neurosurgery, Beijing Tiantan Hospital, Capital Medical University, Beijing, China.",,,,,,,,,,,,,,,"Department of Neurosurgery, Beijing Tiantan Hospital, Capital Medical University, Beijing, China.","Department of Neurology, Beijing Tiantan Hospital, Capital Medical University, Beijing, China.","Department of Neurosurgery, Beijing Tiantan Hospital, Capital Medical University, Beijing, China. Electronic address: jiaguijun@cssc.net.cn.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a nomogram predicting the difficulty of laparoscopic surgery for rectal cancer,https://pubmed.ncbi.nlm.nih.gov/34296313/,22,07,2021,Surgery today,51,11,1436-2813,Chengwei,Ye,"Department of Colorectal Surgery, Fujian Medical University Union Hospital, 29 Xinquan Road, Fuzhou, 350001, Fujian Province, People's Republic of China.",Xiaojie,Wang,Yanwu,Sun,Yu,Deng,Ying,Huang,Pan,Chi,,,,,"Department of Colorectal Surgery, Fujian Medical University Union Hospital, 29 Xinquan Road, Fuzhou, 350001, Fujian Province, People's Republic of China.","Department of Colorectal Surgery, Fujian Medical University Union Hospital, 29 Xinquan Road, Fuzhou, 350001, Fujian Province, People's Republic of China.","Department of Colorectal Surgery, Fujian Medical University Union Hospital, 29 Xinquan Road, Fuzhou, 350001, Fujian Province, People's Republic of China.",,,,,,,,,,,,,,,"Department of Colorectal Surgery, Fujian Medical University Union Hospital, 29 Xinquan Road, Fuzhou, 350001, Fujian Province, People's Republic of China. hy9033sy@163.com.","Department of Colorectal Surgery, Fujian Medical University Union Hospital, 29 Xinquan Road, Fuzhou, 350001, Fujian Province, People's Republic of China. chipan363@163.com.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
radiotherapy demand and activity in england 2006-2020,https://pubmed.ncbi.nlm.nih.gov/23768454/,12,06,2013,Clinical oncology (Royal College of Radiologists (Great Britain)),25,9,1433-2981,C E,Round,"Cambridge University Hospitals NHS Foundation Trust, Cambridge, UK.",M V,Williams,T,Mee,N F,Kirkby,T,Cooper,P,Hoskin,R,Jena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
systematic review of the cost effectiveness of radiation therapy for prostate cancer from 2003 to 2013,https://pubmed.ncbi.nlm.nih.gov/25022451/,XX,08,2014,Applied health economics and health policy,12,4,1179-1896,Neha P,Amin,"Karmanos Cancer Center, Wayne State University School of Medicine, Gershenson Radiation Oncology, 4201 St. Antoine UHC 1D, Detroit, MI, 48201, USA, npamin@gmail.com.",David J,Sher,Andre A,Konski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
therapeutic management of brain metastasis,https://pubmed.ncbi.nlm.nih.gov/15847842/,XX,05,2005,The Lancet. Neurology,4,5,1474-4422,Evert C A,Kaal,"Department of Neurology, Medical Centre Haaglanden, The Hague, Netherlands.",Charles G J H,Niël,Charles J,Vecht,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
intensity-modulated radiation therapy (imrt) versus 3-dimensional conformal radiation therapy (3d-crt) for head and neck cancer: cost-effectiveness analysis,https://pubmed.ncbi.nlm.nih.gov/30133610/,XX,04,2018,Revista da Associacao Medica Brasileira (1992),64,4,1806-9282,Gustavo Nader,Marta,"Department of Radiation Oncology; Hospital Sírio-Libanês and Instituto do Câncer de Estado de São Paulo (ICESP) - Faculdade de Medicina da Universidade de São Paulo (FMUSP); São Paulo, Brasil.",Eduardo,Weltman,Robson,Ferrigno,,,,,,,,,,,"Department of Radiation Oncology; Hospital Israelita Albert Einstein, São Paulo, Brasil; Faculdade de Medicina da Universidade de São Paulo (FMUSP) Discipline of Radiation Oncology, São Paulo, Brasil.","Department of Radiation Oncology; Hospital Beneficiência Portuguesa, São Paulo, Brasil.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a radiobiological markov simulation tool for aiding decision making in proton therapy referral,https://pubmed.ncbi.nlm.nih.gov/29254594/,23,11,2017,Physica medica : PM : an international journal devoted to the applications of physics to medicine and biology : official journal of the Italian Association of Biomedical Physics (AIFB),44,,1724-191X,Annabelle M,Austin,"Department of Physics, University of Adelaide, Adelaide, SA 5005, Australia. Electronic address: annabelle.austin@adelaide.edu.au.",Michael J J,Douglass,Giang T,Nguyen,Scott N,Penfold,,,,,,,,,"Department of Physics, University of Adelaide, Adelaide, SA 5005, Australia; Department of Medical Physics, Royal Adelaide Hospital, Adelaide, SA 5000, Australia. Electronic address: michael.douglass@adelaide.edu.au.","School of Mathematical Sciences, University of Adelaide, Adelaide, SA 5005, Australia. Electronic address: giang.nguyen@adelaide.edu.au.","Department of Physics, University of Adelaide, Adelaide, SA 5005, Australia; Department of Medical Physics, Royal Adelaide Hospital, Adelaide, SA 5000, Australia. Electronic address: Scott.Penfold@sa.gov.au.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
economic evaluation of nsaid and radiation to prevent heterotopic ossification after hip surgery,https://pubmed.ncbi.nlm.nih.gov/21331544/,18,02,2011,Archives of orthopaedic and trauma surgery,131,9,1434-3916,Patrick,Vavken,"Department of Orthopedic Surgery, Children's Hospital Boston, Harvard Medical School, MA 02115, USA. patrick.vavken@childrens.harvard.edu",Ronald,Dorotka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cost-effectiveness of stereotactic radiosurgery versus whole-brain radiation therapy for up to 10 brain metastases,https://pubmed.ncbi.nlm.nih.gov/27903191/,XX,12,2016,Journal of neurosurgery,125,Suppl 1,1933-0693,Nataniel H,Lester-Coll,Departments of 1 Therapeutic Radiology and.,Arie P,Dosoretz,William J,Magnuson,Maxwell S,Laurans,Veronica L,Chiang,James B,Yu,,,,,"21st Century Oncology, Fort Myers, Florida.",Departments of 1 Therapeutic Radiology and.,"Neurosurgery, Yale University School of Medicine, New Haven, Connecticut; and.",,,,,,,,,,,,,,,"Neurosurgery, Yale University School of Medicine, New Haven, Connecticut; and.",Departments of 1 Therapeutic Radiology and.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
probabilistic dose prediction using mixture density networks for automated radiation therapy treatment planning,https://pubmed.ncbi.nlm.nih.gov/33470973/,13,02,2021,Physics in medicine and biology,66,5,1361-6560,Viktor,Nilsson,"RaySearch Laboratories, Stockholm, Sweden.",Hanna,Gruselius,Tianfang,Zhang,Geert,De Kerf,Michaël,Claessens,,,,,,,"RaySearch Laboratories, Stockholm, Sweden.","RaySearch Laboratories, Stockholm, Sweden.","Iridium Cancer Network, Antwerp, Belgium.",,,,,,,,,,,,,,,"Iridium Cancer Network, Antwerp, Belgium.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diagnosis and management of central nervous system metastases from breast cancer,https://pubmed.ncbi.nlm.nih.gov/14530493/,XX,XX,2003,The oncologist,8,5,1083-7159,Eric L,Chang,"Division of Radiation Oncology, The University of Texas M.D. Anderson Cancer Center, Houston, Texas 77030, USA. echang@mdanderson.org",Simon,Lo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"development, external validation and clinical usefulness of a practical prediction model for radiation-induced dysphagia in lung cancer patients",https://pubmed.ncbi.nlm.nih.gov/21084125/,XX,12,2010,Radiotherapy and oncology : journal of the European Society for Therapeutic Radiology and Oncology,97,3,1879-0887,Cary,Dehing-Oberije,"Department of Radiotherapy, Maastricht University Medical Center, University Maastricht, MAASTRO clinic, GROW, The Netherlands. cary.oberije@maastro.nl",Dirk,De Ruysscher,Steven,Petit,Jan,Van Meerbeeck,Katrien,Vandecasteele,Wilfried,De Neve,Anne Marie C,Dingemans,Issam,El Naqa,,,,Joseph,Deasy,Jeff,Bradley,Ellen,Huang,Philippe,Lambin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
analysis of complications of radiofrequency pallidotomy,https://pubmed.ncbi.nlm.nih.gov/12493105/,XX,01,2003,Neurosurgery,52,1,0148-396X,Zhang,Hua,"Department of Neurosurgery, Tangdu Hospital, The Fourth Military Medical University, Xi'an, People's Republic of China. zhanghua@fmmu.edu.cn",Gao,Guodong,Liang,Qinchuan,Zhao,Yaqun,Wang,Qinfen,Wang,Xuelian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cost-effectiveness of radiation and chemotherapy for high-risk low-grade glioma,https://pubmed.ncbi.nlm.nih.gov/28666368/,29,11,2017,Neuro-oncology,19,12,1523-5866,Yushen,Qian,"Department of Radiation Oncology, Stanford University School of Medicine, Stanford, California; Department of Health Research and Policy, Stanford University, Stanford, California; Division of Management Science and Engineering, Department of Engineering, Stanford University, Stanford, California; VA Palo Alto Health Care System, and Center for Primary Care and Outcomes Research/Center for Health Policy, Department of Medicine, Stanford University, Stanford, California; Swedish American Hospital, a division of the University of Wisconsin, Rockford, Illinois.",Satoshi,Maruyama,Haju,Kim,Erqi L,Pollom,Kiran A,Kumar,Alexander L,Chin,Jeremy P,Harris,Daniel T,Chang,"Department of Radiation Oncology, Stanford University School of Medicine, Stanford, California; Department of Health Research and Policy, Stanford University, Stanford, California; Division of Management Science and Engineering, Department of Engineering, Stanford University, Stanford, California; VA Palo Alto Health Care System, and Center for Primary Care and Outcomes Research/Center for Health Policy, Department of Medicine, Stanford University, Stanford, California; Swedish American Hospital, a division of the University of Wisconsin, Rockford, Illinois.","Department of Radiation Oncology, Stanford University School of Medicine, Stanford, California; Department of Health Research and Policy, Stanford University, Stanford, California; Division of Management Science and Engineering, Department of Engineering, Stanford University, Stanford, California; VA Palo Alto Health Care System, and Center for Primary Care and Outcomes Research/Center for Health Policy, Department of Medicine, Stanford University, Stanford, California; Swedish American Hospital, a division of the University of Wisconsin, Rockford, Illinois.","Department of Radiation Oncology, Stanford University School of Medicine, Stanford, California; Department of Health Research and Policy, Stanford University, Stanford, California; Division of Management Science and Engineering, Department of Engineering, Stanford University, Stanford, California; VA Palo Alto Health Care System, and Center for Primary Care and Outcomes Research/Center for Health Policy, Department of Medicine, Stanford University, Stanford, California; Swedish American Hospital, a division of the University of Wisconsin, Rockford, Illinois.",Allison,Pitt,Eran,Bendavid,Douglas K,Owens,Ben Y,Durkee,Scott G,Soltys,,,,,"Department of Radiation Oncology, Stanford University School of Medicine, Stanford, California; Department of Health Research and Policy, Stanford University, Stanford, California; Division of Management Science and Engineering, Department of Engineering, Stanford University, Stanford, California; VA Palo Alto Health Care System, and Center for Primary Care and Outcomes Research/Center for Health Policy, Department of Medicine, Stanford University, Stanford, California; Swedish American Hospital, a division of the University of Wisconsin, Rockford, Illinois.","Department of Radiation Oncology, Stanford University School of Medicine, Stanford, California; Department of Health Research and Policy, Stanford University, Stanford, California; Division of Management Science and Engineering, Department of Engineering, Stanford University, Stanford, California; VA Palo Alto Health Care System, and Center for Primary Care and Outcomes Research/Center for Health Policy, Department of Medicine, Stanford University, Stanford, California; Swedish American Hospital, a division of the University of Wisconsin, Rockford, Illinois.","Department of Radiation Oncology, Stanford University School of Medicine, Stanford, California; Department of Health Research and Policy, Stanford University, Stanford, California; Division of Management Science and Engineering, Department of Engineering, Stanford University, Stanford, California; VA Palo Alto Health Care System, and Center for Primary Care and Outcomes Research/Center for Health Policy, Department of Medicine, Stanford University, Stanford, California; Swedish American Hospital, a division of the University of Wisconsin, Rockford, Illinois.","Department of Radiation Oncology, Stanford University School of Medicine, Stanford, California; Department of Health Research and Policy, Stanford University, Stanford, California; Division of Management Science and Engineering, Department of Engineering, Stanford University, Stanford, California; VA Palo Alto Health Care System, and Center for Primary Care and Outcomes Research/Center for Health Policy, Department of Medicine, Stanford University, Stanford, California; Swedish American Hospital, a division of the University of Wisconsin, Rockford, Illinois.","Department of Radiation Oncology, Stanford University School of Medicine, Stanford, California; Department of Health Research and Policy, Stanford University, Stanford, California; Division of Management Science and Engineering, Department of Engineering, Stanford University, Stanford, California; VA Palo Alto Health Care System, and Center for Primary Care and Outcomes Research/Center for Health Policy, Department of Medicine, Stanford University, Stanford, California; Swedish American Hospital, a division of the University of Wisconsin, Rockford, Illinois.","Department of Radiation Oncology, Stanford University School of Medicine, Stanford, California; Department of Health Research and Policy, Stanford University, Stanford, California; Division of Management Science and Engineering, Department of Engineering, Stanford University, Stanford, California; VA Palo Alto Health Care System, and Center for Primary Care and Outcomes Research/Center for Health Policy, Department of Medicine, Stanford University, Stanford, California; Swedish American Hospital, a division of the University of Wisconsin, Rockford, Illinois.","Department of Radiation Oncology, Stanford University School of Medicine, Stanford, California; Department of Health Research and Policy, Stanford University, Stanford, California; Division of Management Science and Engineering, Department of Engineering, Stanford University, Stanford, California; VA Palo Alto Health Care System, and Center for Primary Care and Outcomes Research/Center for Health Policy, Department of Medicine, Stanford University, Stanford, California; Swedish American Hospital, a division of the University of Wisconsin, Rockford, Illinois.","Department of Radiation Oncology, Stanford University School of Medicine, Stanford, California; Department of Health Research and Policy, Stanford University, Stanford, California; Division of Management Science and Engineering, Department of Engineering, Stanford University, Stanford, California; VA Palo Alto Health Care System, and Center for Primary Care and Outcomes Research/Center for Health Policy, Department of Medicine, Stanford University, Stanford, California; Swedish American Hospital, a division of the University of Wisconsin, Rockford, Illinois.","Department of Radiation Oncology, Stanford University School of Medicine, Stanford, California; Department of Health Research and Policy, Stanford University, Stanford, California; Division of Management Science and Engineering, Department of Engineering, Stanford University, Stanford, California; VA Palo Alto Health Care System, and Center for Primary Care and Outcomes Research/Center for Health Policy, Department of Medicine, Stanford University, Stanford, California; Swedish American Hospital, a division of the University of Wisconsin, Rockford, Illinois.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
